Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Log Return,Rolling Mean 30D,Rolling Vol 30D,Rolling Vol 90D
2015-01-01,72.84114093597783,72.90254453119495,72.69673314369902,72.69947283778299,72.69947283778299,4967894.0,,,,,
2015-01-02,72.75127128135233,72.75544970429347,72.62925029426364,72.63618147528037,72.63618147528037,3997656.0,-0.0008705890157394425,-0.0008709681984474463,,,
2015-01-05,72.25733329785851,72.44969673564748,72.2360288646779,72.44121044646917,72.44121044646917,3853068.0,-0.0026842136363892655,-0.002687822597407065,,,
2015-01-06,72.44213411235735,72.44291121033653,72.26203691162682,72.32720174388858,72.32720174388858,2822089.0,-0.0015738100161211133,-0.0015750497560186505,,,
2015-01-07,72.52591274109345,72.66881296998739,72.490720117926,72.60464360966786,72.60464360966786,3537332.0,0.003835926996895278,0.003828588589342984,,,
2015-01-08,72.45247038019116,72.66545387587657,72.42179076038605,72.61834568423464,72.61834568423464,5689557.0,0.0001887217385219131,0.0001887039328147985,,,
2015-01-09,72.79092093728694,72.80025588069512,72.62489209640447,72.70178194446214,72.70178194446214,5537732.0,0.0011489694434834163,0.0011483098832537442,,,
2015-01-12,72.97279516699624,73.00048094261385,72.87437193636326,72.9696132963084,72.9696132963084,4847812.0,0.0036839723137853664,0.0036772031077322753,,,
2015-01-13,72.59067841749048,72.75614195979894,72.53104083959471,72.55923749866196,72.55923749866196,6414817.0,-0.0056239272638053395,-0.005639801086197844,,,
2015-01-14,72.71356101710944,72.72997767634928,72.65122761249997,72.67192214203605,72.67192214203605,6363226.0,0.0015530020333547334,0.0015517973727625523,,,
2015-01-15,72.76879339689862,72.79617409612786,72.67887411300623,72.70881439997027,72.70881439997027,4823963.0,0.0005076549077938086,0.0005075260946343496,,,
2015-01-16,72.87627729935123,73.06387643727165,72.72034201845301,72.76700819268221,72.76700819268221,6160912.0,0.0008003677847341351,0.0008000476612383493,,,
2015-01-19,72.39322788925546,72.81643088254732,72.33760152607212,72.62652550010272,72.62652550010272,4267839.0,-0.0019305822249487958,-0.0019324482008124372,,,
2015-01-20,72.7607197254446,72.86052370685158,72.7320704922132,72.82952575969573,72.82952575969573,5600725.0,0.0027951255852480816,0.0027912264856882053,,,
2015-01-21,72.25590533275535,72.45785944079235,72.23595301883705,72.40190160161869,72.40190160161869,3429336.0,-0.005871576858649363,-0.005888882339609959,,,
2015-01-22,72.64107018098767,72.64538845635369,72.52097691463194,72.52897814033307,72.52897814033307,5491855.0,0.0017551547114549315,0.001753616227346394,,,
2015-01-23,72.41079798712448,72.45016356587887,72.38664844214509,72.44094999966539,72.44094999966539,6003679.0,-0.0012136961380780908,-0.0012144332637272824,,,
2015-01-26,72.92293452686754,72.96082249371968,72.64918075619958,72.72500087881758,72.72500087881758,5804748.0,0.003921136859103891,0.00391346923929186,,,
2015-01-27,72.40202712126549,72.40435833402233,72.32705276292249,72.3288663171075,72.3288663171075,4834430.0,-0.005447020377080114,-0.005461909484703143,,,
2015-01-28,72.58610158595235,72.6211086901577,72.35087030227712,72.3532994909741,72.3532994909741,5350075.0,0.0003378066754078368,0.0003377496315790243,,,
2015-01-29,72.95342006764378,72.9885627891336,72.7147214379635,72.78719289774338,72.78719289774338,5198441.0,0.005996871045575558,0.005978961380042063,,,
2015-01-30,72.87205047049252,73.00579190790945,72.82617660934183,72.98786071777538,72.98786071777538,6298041.0,0.0027569110999225988,0.0027531177907941353,,,
