Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Log Return,Rolling Mean 30D,Rolling Vol 30D,Rolling Vol 90D
2015-01-01,202.28473561279912,203.50282317931973,201.09820311960974,202.5990334973366,202.5990334973366,47894264.0,,,,,
2015-01-02,204.90704822129518,207.1894647813139,203.68146797140486,205.512984218523,205.512984218523,60330683.0,0.014382846111774317,0.014280394179070982,,,
2015-01-05,206.21756769723234,206.2306731081429,205.50138211862355,205.8660841079713,205.8660841079713,43847200.0,0.0017181390790999007,0.0017166647666266863,,,
2015-01-06,204.94945194572756,205.4193206853736,204.39739371096962,204.7676111250813,204.7676111250813,70406009.0,-0.005335861842662104,-0.005350148396845873,,,
2015-01-07,204.7013132517616,205.2261983299985,204.68471971429386,205.02263747632458,205.02263747632458,59452570.0,0.0012454428209718316,0.0012446679004077786,,,
2015-01-08,205.4288644907851,205.56233303045113,205.14008496284868,205.3880327319533,205.3880327319533,42360933.0,0.0017822190765199863,0.0017806328085400174,,,
2015-01-09,211.15740856850155,212.70654985772956,211.15711716412804,211.3461385427062,211.3461385427062,70753394.0,0.02900902127305871,0.028596223842693953,,,
2015-01-12,209.705264818051,211.4687452191164,209.27900683081447,209.7872978658228,209.7872978658228,81795418.0,-0.007375770797763637,-0.0074031062916963195,,,
2015-01-13,204.7997878401824,205.74508441982664,204.66364375287299,205.58803949849187,205.58803949849187,61041823.0,-0.020016742720127545,-0.020219791871753028,,,
2015-01-14,206.18221630461096,206.53939855107356,205.81131527397247,206.03151177606898,206.03151177606898,80537297.0,0.0021570918165225716,0.002154768634248573,,,
2015-01-15,208.66980509348528,209.6928993195936,206.88404065683665,209.05298710063693,209.05298710063693,44686961.0,0.014665112625353638,0.014558619751990258,,,
2015-01-16,208.59105319728226,210.11824132357344,206.41369137599315,207.7315473433988,207.7315473433988,81009699.0,-0.006321075702218959,-0.006341138290681089,,,
2015-01-19,207.78675207762006,208.35626303298102,207.28384554603417,207.44594324221822,207.44594324221822,88238730.0,-0.001374871100865871,-0.0013758171033249145,,,
