Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Log Return,Rolling Mean 30D,Rolling Vol 30D,Rolling Vol 90D
2015-01-01,14.286772613450962,14.34602605950995,14.232651898422898,14.266501330757956,14.266501330757956,106831642.0,,,,,
2015-01-02,14.002673530158358,14.120301244015499,13.874850563563704,14.019683443464382,14.019683443464382,104583493.0,-0.01730051969794766,-0.017451922460896486,,,
2015-01-05,14.749909183318616,14.81606862610201,14.668459926460532,14.67946154536934,14.67946154536934,125030204.0,0.047060841606415105,0.0459870406168793,,,
2015-01-06,14.985759047168688,15.081304212372917,14.941121418162895,14.993978575232367,14.993978575232367,81453654.0,0.02142565167604804,0.02119934914754352,,,
2015-01-07,15.207400497657925,15.207493946014562,15.200306624405059,15.200566678387906,15.200566678387906,61723500.0,0.013778071118281332,0.013684016439730854,,,
2015-01-08,15.932433110040472,16.05099418964324,15.833433012674142,15.938003885074565,15.938003885074565,65422869.0,0.048513797037260664,0.04737373010708127,,,
2015-01-09,16.803568664593772,17.130458002809846,16.752087828944447,16.813688147368374,16.813688147368374,91585180.0,0.05494315778865255,0.05348688660319607,,,
2015-01-12,16.113079167645044,16.219880041669562,15.915686675715797,16.150370029565934,16.150370029565934,102763652.0,-0.039451077716477156,-0.04025036388684496,,,
2015-01-13,16.199904221895245,16.268327700167877,16.154172079210934,16.223320146257944,16.223320146257944,75077706.0,0.004516931597137619,0.004506760877074919,,,
2015-01-14,16.22105294804523,16.227159805502353,16.075726841894376,16.173732704487666,16.173732704487666,75728125.0,-0.003056553240842974,-0.003061234040208446,,,
2015-01-15,15.467536188698086,16.041410725782264,15.077829998460418,15.473246472916568,15.473246472916568,119847048.0,-0.043310115504551217,-0.04427598968364193,,,
2015-01-16,15.954694760083834,15.98958065971153,15.935755676704487,15.954404696991704,15.954404696991704,107235320.0,0.03109613906282216,0.03062244905101652,,,
2015-01-19,15.585837655237146,15.590973019314509,15.563628184906381,15.581070321292039,15.581070321292039,89913082.0,-0.02340008184511322,-0.02367821116075846,,,
2015-01-20,16.193786908908805,16.451847928498896,15.957516496881096,16.195392712120523,16.195392712120523,107870689.0,0.03942748336030499,0.03867006480536577,,,
2015-01-21,15.923186123285728,15.979796258792561,15.881466637935754,15.950390295005278,15.950390295005278,107236396.0,-0.01512790837926925,-0.015243502464705799,,,
2015-01-22,16.732000727325083,16.952103990888315,16.44311213242364,16.745320442153414,16.745320442153414,78771699.0,0.04983766117604427,0.048635543812553333,,,
2015-01-23,17.041208613828495,17.335842080612448,17.01223042373447,17.082254602970394,17.082254602970394,119908203.0,0.020121093650068866,0.0199213395143789,,,
2015-01-26,17.626308059037065,17.771995959064512,17.621090317335923,17.668410156552046,17.668410156552046,70776747.0,0.034313711345791864,0.033738125956691435,,,
2015-01-27,17.874271263503253,18.1884271491729,17.78126346754784,17.870365484853664,17.870365484853664,104505858.0,0.011430305642227134,0.01136547326686631,,,
2015-01-28,17.47445778420455,18.120798294797506,17.21676111567784,17.424124889971687,17.424124889971687,122096004.0,-0.02497098312064161,-0.02528804752523069,,,
2015-01-29,16.899458265296257,17.110961857984005,16.704213780326842,16.91916360221053,16.91916360221053,85208233.0,-0.028980582436698543,-0.029408813400232558,,,
2015-01-30,17.209378304283785,17.35062335018575,17.079713255112566,17.159918464884093,17.159918464884093,93412917.0,0.014229714206564381,0.014129422122113235,,,
2015-02-02,17.659867761958573,17.788366915159386,17.541510757769746,17.655283509000903,17.655283509000903,96191173.0,0.028867563976514132,0.028458744950343152,,,
2015-02-03,17.374418686045892,17.38468166709877,17.36205212507527,17.36270996872367,17.36270996872367,74055289.0,-0.016571443903921068,-0.01671028629687568,,,
2015-02-04,16.87833402170483,16.99907782853437,16.610545671339263,16.88917142196594,16.88917142196594,112359529.0,-0.02727330857975163,-0.027652128936040767,,,
2015-02-05,17.463288694774942,17.50921151325182,17.4064995019583,17.424657076452714,17.424657076452714,116508927.0,0.03170585703158446,0.031213604176591282,,,
2015-02-06,17.343594986726746,17.869551231095876,16.893790474192535,17.34064442439722,17.34064442439722,121447346.0,-0.004821480944323886,-0.004833141780336486,,,
2015-02-09,18.151595733307726,18.402084401775664,18.126648619880623,18.139503375445848,18.139503375445848,102185874.0,0.04606858496704325,0.04503893229533581,,,
2015-02-10,18.500215032847912,18.62239916696492,18.268605323374793,18.531209797371176,18.531209797371176,101888640.0,0.021594109486787527,0.021364259751271972,,,
2015-02-11,18.360288751872826,18.39367681506203,18.338927491862155,18.393214072654317,18.393214072654317,112392907.0,-0.007446665718308099,-0.007474530553060811,16.54065874246334,,
2015-02-12,18.639174925772252,18.94083381026223,18.257079385381612,18.614079525228053,18.614079525228053,61011062.0,0.01200798575503459,0.011936461896426677,16.685578015612343,0.028903723885701407,
2015-02-13,17.808366921735836,17.832842515282838,17.764446183797798,17.797313488771454,17.797313488771454,111630095.0,-0.04387893773364504,-0.04487073977833804,16.81149901712258,0.030128804499996907,
2015-02-16,17.27331244379255,17.359569157246597,17.26640975781856,17.271693613381256,17.271693613381256,86262670.0,-0.029533663927525877,-0.02997856417461056,16.897906752722978,0.02998658465441452,
2015-02-17,17.15591249445629,17.17253457980744,17.1455139981515,17.170243085007325,17.170243085007325,66940147.0,-0.005873803151263179,-0.005891121783785201,16.97044890304881,0.029912330091676136,
2015-02-18,17.5201951443133,18.179548604472604,16.888823198921187,17.537916552556204,17.537916552556204,106189977.0,0.02141341073207781,0.021187364900526088,17.048360565521083,0.030022240572299512,
2015-02-19,17.01474046286514,17.341245453391693,16.766669369597068,16.994152149619758,16.994152149619758,71047857.0,-0.031005074137907873,-0.03149590357351035,17.08356550767259,0.02957441377617779,
2015-02-20,17.512725815248558,17.635508480371243,17.469756352450613,17.5080264012119,17.5080264012119,104972908.0,0.030238298861154922,0.029790133600008466,17.10671011613404,0.02838564466022643,
2015-02-23,17.1691210922876,17.199756813713424,16.996860516320083,17.105260079844083,17.105260079844083,60304328.0,-0.023004667238789245,-0.023273404063138593,17.138539784476645,0.027713567809818606,
2015-02-24,16.950417782663042,17.01104643574603,16.225864363004646,17.00346790309022,17.00346790309022,104020881.0,-0.005950928327234872,-0.005968705664071302,17.164544709704387,0.027750398700192067,
2015-02-25,16.936329631246522,17.010094389581234,16.561952143906165,16.90909930997648,16.90909930997648,125008541.0,-0.005549961552054228,-0.005565419810359531,17.18905692988735,0.02776960129941656,
2015-02-26,17.177822159141172,17.209585095252177,17.09063136940893,17.206817661426797,17.206817661426797,97236241.0,0.017606990531699118,0.01745378320640152,17.246842636171024,0.026553721492556637,
2015-02-27,16.75115130936773,16.777560953289424,16.55475338464615,16.704781658536245,16.704781658536245,101867259.0,-0.029176574818711942,-0.029610675650219704,17.27185520155584,0.0267036804656973,
2015-03-02,17.134377084803084,17.46789645468198,17.07380867036108,17.18447903959042,17.18447903959042,60026564.0,0.02871617186382358,0.0283115897115777,17.325302158832454,0.026697817060281903,
2015-03-03,17.239861508875734,17.44601649295069,16.812152926650196,17.21153302467486,17.21153302467486,122698128.0,0.0015743267527699167,0.0015730887995326233,17.359173502584266,0.025827147236048426,
2015-03-04,17.663589974649025,17.66541407055906,17.561516642572165,17.639737020127587,17.639737020127587,112384706.0,0.024878899214779038,0.024574458502919568,17.41548506008834,0.02592613348508811,
2015-03-05,17.808808075302363,17.85152741560926,17.702804908019388,17.841229466989024,17.841229466989024,83157887.0,0.011422644602440801,0.011357898776802221,17.452015360916196,0.024476183092635065,
2015-03-06,16.698821504455935,16.835005930068004,16.553078467002777,16.73949778794296,16.73949778794296,124002827.0,-0.06175200431587735,-0.06374097719724206,17.440590133748614,0.026879201297514966,
2015-03-09,17.306207345307122,17.457726037923777,16.96404236766095,17.30558791468118,17.30558791468118,114069435.0,0.03381762905371999,0.03325838630776711,17.428496059019587,0.026857301032345533,
2015-03-10,17.359613498460902,17.37062506725393,17.29140773789817,17.346396141541444,17.346396141541444,97645823.0,0.0023580953771380475,0.002355319433337893,17.411030414242514,0.026771130507152935,
2015-03-11,16.967243732599663,17.13136934317564,16.891220129939576,16.94232541865617,16.94232541865617,110109356.0,-0.02329421740332549,-0.023569816000850154,17.394970431865328,0.026720289705666606,
2015-03-12,17.1759734211207,17.291350690120893,17.154369129073196,17.166699285346255,17.166699285346255,74554561.0,0.013243392577208635,0.01315646548573311,17.403221621303185,0.026281569879094194,
2015-03-13,18.029864356640388,18.166397855180406,17.990098057459573,18.117054664522268,18.117054664522268,81468824.0,0.05536040233356054,0.0538823221777073,17.435126161291127,0.028020510020135402,
2015-03-16,17.476185673658474,17.704213829859892,17.42575152356904,17.45049151329635,17.45049151329635,61332507.0,-0.036792026274072964,-0.03748592609190512,17.428299761434307,0.028426373498537476,
2015-03-17,18.023570194049803,18.05100784855903,17.965824767076306,18.035775812231748,18.035775812231748,101088803.0,0.03353970279229346,0.032989515262767194,17.450735289551243,0.028887429073616147,
